Official_Name,IS_Latitude,IS_Longitude,Version,Venue,Venue_Latitude,Venue_Longitude,Venue_Category
East Village,40.7308064,-73.9897265,20170223,Shake Shack,40.72999845323382,-73.9896956893842,Burger Joint
East Village,40.7308064,-73.9897265,20170223,Ippudo,40.730948,-73.990287,Ramen Restaurant
East Village,40.7308064,-73.9897265,20170223,Angel’s Share,40.729755,-73.98936,Speakeasy
East Village,40.7308064,-73.9897265,20170223,Switch Playground 12th Street,40.732184325593934,-73.98869947016881,Gym
East Village,40.7308064,-73.9897265,20170223,Fabio Clemente Jiu Jitsu,40.732304345636834,-73.98906861927942,Martial Arts Dojo
East Village,40.7308064,-73.9897265,20170223,Cha-An Teahouse 茶菴,40.72957735653854,-73.9880363272639,Tea Room
East Village,40.7308064,-73.9897265,20170223,Han Dynasty,40.732129826626675,-73.98808954712618,Chinese Restaurant
East Village,40.7308064,-73.9897265,20170223,Turntable Lab,40.73096620388881,-73.98985415697096,Record Shop
East Village,40.7308064,-73.9897265,20170223,Sundaes and Cones,40.73088604297998,-73.98950566583842,Ice Cream Shop
East Village,40.7308064,-73.9897265,20170223,Ise Restaurant,40.729124,-73.989979,Soba Restaurant
East Village,40.7308064,-73.9897265,20170223,Spot Dessert Bar,40.7292404166493,-73.98917184337792,Dessert Shop
East Village,40.7308064,-73.9897265,20170223,Sunrise Mart,40.73014952006944,-73.9894475421091,Grocery Store
East Village,40.7308064,-73.9897265,20170223,Flywheel Sports,40.730068,-73.990167,Cycle Studio
East Village,40.7308064,-73.9897265,20170223,Szechuan Mountain House 川山甲,40.72912320276955,-73.98867184915008,Szechuan Restaurant
East Village,40.7308064,-73.9897265,20170223,Westside Market,40.73185238069749,-73.988596200943,Grocery Store
East Village,40.7308064,-73.9897265,20170223,Yoga to the People,40.72889410039975,-73.98943597663104,Yoga Studio
East Village,40.7308064,-73.9897265,20170223,Gothic Renaissance,40.73254124736957,-73.99000046089078,Clothing Store
East Village,40.7308064,-73.9897265,20170223,The Smith,40.73118513103143,-73.98867222644007,American Restaurant
East Village,40.7308064,-73.9897265,20170223,Hairmates,40.72921210811176,-73.98988902568817,Salon / Barbershop
East Village,40.7308064,-73.9897265,20170223,Hasaki,40.72988823107329,-73.98876092170238,Sushi Restaurant
East Village,40.7308064,-73.9897265,20170223,City of Saints Coffee Roasters,40.73111584661504,-73.99010193096431,Coffee Shop
East Village,40.7308064,-73.9897265,20170223,Kotobuki,40.73103729924171,-73.98886456133741,Japanese Restaurant
East Village,40.7308064,-73.9897265,20170223,The Bao,40.729275,-73.989023,Chinese Restaurant
East Village,40.7308064,-73.9897265,20170223,Yuba,40.73039653582329,-73.99032726854746,Sushi Restaurant
East Village,40.7308064,-73.9897265,20170223,Sake Bar Decibel,40.729416284697756,-73.98774516375057,Sake Bar
East Village,40.7308064,-73.9897265,20170223,Ikinari Steak,40.730936907915996,-73.98967824483152,Japanese Restaurant
East Village,40.7308064,-73.9897265,20170223,Juice Generation,40.73003683564957,-73.99228265453472,Juice Bar
East Village,40.7308064,-73.9897265,20170223,sweetgreen,40.7297944,-73.9922097,Salad Place
East Village,40.7308064,-73.9897265,20170223,Elf Cosmetics HQ,40.72988079657862,-73.99235464508372,Cosmetics Shop
East Village,40.7308064,-73.9897265,20170223,Whiskers Holistic Petcare inc.,40.72939934770886,-73.98764533942693,Pet Store
East Village,40.7308064,-73.9897265,20170223,Flight Club,40.73269778122635,-73.99120353699784,Shoe Store
East Village,40.7308064,-73.9897265,20170223,Mamoun's Falafel,40.72896906112433,-73.98844643727924,Falafel Restaurant
East Village,40.7308064,-73.9897265,20170223,McSorley's Old Ale House,40.72861871885969,-73.98997567195275,Pub
East Village,40.7308064,-73.9897265,20170223,Thaimee Table,40.7322829,-73.9876174,Thai Restaurant
East Village,40.7308064,-73.9897265,20170223,The Library at The Public,40.729103,-73.991635,Cocktail Bar
East Village,40.7308064,-73.9897265,20170223,OUTRO NYC,40.732797457213394,-73.99110841726794,Coffee Shop
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Momoya,40.742687099563646,-73.99661747582282,Sushi Restaurant
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Barry’s Bootcamp,40.74164734518163,-73.99576918937264,Gym
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,YOGAMAYA New York,40.74169772133005,-73.99572973472985,Yoga Studio
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Flywheel Sports,40.74123,-73.99981,Cycle Studio
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Rubin Museum of Art,40.74010992418915,-73.99780690670013,Art Museum
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,(MALIN+GOETZ) (MALIN+GOETZ),40.742560264200115,-73.996794637566,Cosmetics Shop
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Beer Run NYC,40.74177780539842,-73.9977818320881,Beer Bar
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Westville Chelsea,40.74196304002314,-74.0000471919283,American Restaurant
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Go! Go! Curry!,40.741295408672435,-73.99658313107955,Japanese Curry Restaurant
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,City Cakes,40.74199157708896,-74.00008876782016,Cupcake Shop
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Crunch - 19th Street,40.7419262,-73.9985594,Gym / Fitness Center
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,New York Live Arts,40.74211775670745,-73.9982682466507,Theater
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Nasty Pig,40.74258699088423,-73.99963419411215,Men's Store
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Purple Passion,40.74252095115456,-73.9976349139269,Miscellaneous Shop
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Mike's Tech Shop,40.74146170175363,-73.99523461946833,Electronics Store
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Sid's Bikes NYC,40.74142693742816,-73.99653523321439,Bike Shop
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,FROM THE SOURCE,40.740351761478124,-73.99644434452057,Furniture / Home Store
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,F45 Training Flatiron,40.7414905753182,-73.99529464308742,Gym / Fitness Center
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Socarrat Paella Bar,40.7427195,-73.9995153,Paella Restaurant
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Café Grumpy,40.7425727844238,-73.9983901977539,Coffee Shop
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,The Works Personal Training Studio,40.74127397883637,-73.99653093206365,Gym
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,CSI Rentals,40.7411993,-73.995893,Camera Store
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Wisefish Poké,40.74266187049792,-73.99982201134476,Poke Place
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Antonio Prieto Salon,40.74157348034801,-73.9953442998511,Salon / Barbershop
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Room & Board,40.7415046,-73.9998967,Furniture / Home Store
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Housing Works Thrift Shop,40.740090886047334,-73.99725428858193,Thrift / Vintage Store
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,El Cocotero,40.74164080966503,-73.99923789255067,Arepa Restaurant
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Motel Morris,40.74092266904802,-73.9980104517373,American Restaurant
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Cafeteria,40.74064808413495,-73.99817626659636,New American Restaurant
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Iyengar Yoga Institute,40.74312103171785,-73.99529114536165,Yoga Studio
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Visionary Optics,40.74074446808836,-73.99812563939885,Optical Shop
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,The Commons Chelsea,40.740851206322446,-73.99803710756665,Coffee Shop
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,The Copper Still,40.743341987013416,-73.99626040949043,Whisky Bar
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Authentiques: Past and Present,40.742044324066335,-74.00018803762707,Antique Shop
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Le Zie 2000 Trattoria,40.74241777795118,-73.99681951083087,Italian Restaurant
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Kleinfeld,40.74126771919634,-73.99498634920279,Bridal Shop
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,16 Handles,40.74282899094346,-74.00019271956967,Ice Cream Shop
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Royal Class Barbershop,40.74339667,-73.99954667,Health & Beauty Service
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Bar Veloce,40.74253730838774,-73.99682293075573,Wine Bar
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Lazzoni,40.74067129790571,-73.99734266778131,Furniture / Home Store
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Joe Pro Shop,40.742320079393764,-73.99491446073057,Coffee Shop
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Elmo,40.741816708370095,-73.99731570537786,American Restaurant
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,D is for Doggy,40.74318893254458,-73.99544734736239,Pet Store
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Le Zie Bar,40.74237726016564,-73.99733944811616,Cocktail Bar
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,FIKA Espresso Bar,40.74166051272873,-73.99711489677429,Coffee Shop
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Barneys New York,40.7399782,-73.9982248,Department Store
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,New York Aikikai,40.740542287417725,-73.99672735912185,Martial Arts Dojo
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Mantiques Modern,40.74304399405405,-73.99519443939158,Antique Shop
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Freds,40.739945,-73.998263,American Restaurant
Chelsea 7th Ave,40.74191605,-73.9976050243652,20171215,Le Singe Vert,40.74190273285938,-73.99720485201642,French Restaurant
Times Square,40.7606384,-73.99039509999999,20180119,Broadway Dance Center,40.759489759762815,-73.98956180541293,Dance Studio
Times Square,40.7606384,-73.99039509999999,20180119,Birdland,40.7589471379128,-73.98967714566487,Jazz Club
Times Square,40.7606384,-73.99039509999999,20180119,Riu Plaza Times Square Hotel,40.76017910501307,-73.98802929364761,Resort
Times Square,40.7606384,-73.99039509999999,20180119,Amy's Bread,40.76132325675424,-73.99041403035999,Bakery
Times Square,40.7606384,-73.99039509999999,20180119,Gyu-Kaku Japanese BBQ,40.75904160050783,-73.99004327793013,Japanese Restaurant
Times Square,40.7606384,-73.99039509999999,20180119,Schmackary's,40.76007,-73.990815,Bakery
Times Square,40.7606384,-73.99039509999999,20180119,Hold Fast Kitchen and Spirits,40.760678330834196,-73.99025243800233,American Restaurant
Times Square,40.7606384,-73.99039509999999,20180119,City Sandwich,40.760606,-73.99123,Sandwich Place
Times Square,40.7606384,-73.99039509999999,20180119,Frisson Espresso,40.76102513265029,-73.98880987541062,Coffee Shop
Times Square,40.7606384,-73.99039509999999,20180119,Sushi of Gari 46,40.76066563726154,-73.98964465698742,Sushi Restaurant
Times Square,40.7606384,-73.99039509999999,20180119,Kiehl's,40.76138819041039,-73.99011201693156,Cosmetics Shop
Times Square,40.7606384,-73.99039509999999,20180119,Bareburger,40.76061223920833,-73.99032555897071,Burger Joint
Times Square,40.7606384,-73.99039509999999,20180119,Beer Culture,40.75960047129065,-73.98971467943909,Bar
Times Square,40.7606384,-73.99039509999999,20180119,Bird & Branch,40.76023380705023,-73.99092742659005,Coffee Shop
Times Square,40.7606384,-73.99039509999999,20180119,Juice Generation,40.76039852555939,-73.99081694171616,Juice Bar
Times Square,40.7606384,-73.99039509999999,20180119,La Pulperia,40.76087874588321,-73.99039488577063,Latin American Restaurant
Times Square,40.7606384,-73.99039509999999,20180119,5 Napkin Burger,40.760180000000005,-73.9910951312828,Burger Joint
Times Square,40.7606384,-73.99039509999999,20180119,OBAO Hell's Kitchen,40.76056300016482,-73.99108715100483,Thai Restaurant
Times Square,40.7606384,-73.99039509999999,20180119,Domus,40.76007613776004,-73.99239962486234,Gift Shop
Times Square,40.7606384,-73.99039509999999,20180119,Rudy's Bar & Grill,40.7599319591241,-73.99159047097984,Dive Bar
Times Square,40.7606384,-73.99039509999999,20180119,Ninth Avenue Vintner,40.761239932826506,-73.99082243442535,Wine Shop
Times Square,40.7606384,-73.99039509999999,20180119,Orso,40.760219819911505,-73.98890742808942,Italian Restaurant
Times Square,40.7606384,-73.99039509999999,20180119,Vintner Wine Market,40.76145731411216,-73.99065345525742,Wine Shop
Times Square,40.7606384,-73.99039509999999,20180119,B Squared,40.76152563741357,-73.99044653091566,Pizza Place
Times Square,40.7606384,-73.99039509999999,20180119,Wine Escape,40.759914853622604,-73.99219335633057,Wine Bar
Times Square,40.7606384,-73.99039509999999,20180119,Al Hirschfeld Theater,40.75936720701604,-73.98918908100663,Theater
Times Square,40.7606384,-73.99039509999999,20180119,Bar Centrale,40.760194233006665,-73.98890778719762,American Restaurant
Times Square,40.7606384,-73.99039509999999,20180119,Chimichurri Grill,40.759228888558525,-73.9920324585986,Steakhouse
Times Square,40.7606384,-73.99039509999999,20180119,Sake Bar Hagi 46,40.76062666718955,-73.99003949599008,Japanese Restaurant
Times Square,40.7606384,-73.99039509999999,20180119,Samba Kitchen & Bar,40.76084547054624,-73.99089641997587,Brazilian Restaurant
Times Square,40.7606384,-73.99039509999999,20180119,Bettibar,40.76087098491815,-73.99045216533959,Cocktail Bar
Times Square,40.7606384,-73.99039509999999,20180119,Fresh From Hell,40.76103370473634,-73.98881399930823,Juice Bar
Times Square,40.7606384,-73.99039509999999,20180119,Amorino,40.75939621146772,-73.9882007509741,Ice Cream Shop
Times Square,40.7606384,-73.99039509999999,20180119,Room Service,40.7618723877765,-73.9900313912505,Thai Restaurant
Times Square,40.7606384,-73.99039509999999,20180119,Deacon Brodie's Tavern,40.76077712667372,-73.99039887372274,Pub
Times Square,40.7606384,-73.99039509999999,20180119,Dutch Fred's,40.76070039020589,-73.98791378713977,Gastropub
Times Square,40.7606384,-73.99039509999999,20180119,Becco,40.76070062686386,-73.9899572515925,Italian Restaurant
Times Square,40.7606384,-73.99039509999999,20180119,West Vibe Salon + Beauty,40.76179385819139,-73.99271932252522,Spa
Times Square,40.7606384,-73.99039509999999,20180119,Taladwat,40.7627034661374,-73.98946005809121,Thai Restaurant
Times Square,40.7606384,-73.99039509999999,20180119,Joe Allen,40.76026181929603,-73.98898685482035,American Restaurant
Times Square,40.7606384,-73.99039509999999,20180119,Meson Sevilla,40.76044147314877,-73.98959399073964,Spanish Restaurant
Times Square,40.7606384,-73.99039509999999,20180119,InterContinental New York Times Square,40.758635365313474,-73.98978039622307,Hotel
Times Square,40.7606384,-73.99039509999999,20180119,Hell's Kitchen Park & Playground,40.76192972020586,-73.99197745490221,Park
Times Square,40.7606384,-73.99039509999999,20180119,Bea,40.759434,-73.99243,New American Restaurant
Times Square,40.7606384,-73.99039509999999,20180119,Hakkasan,40.758445,-73.990277,Chinese Restaurant
Times Square,40.7606384,-73.99039509999999,20180119,Tim Ho Wan,40.75936042286173,-73.99187086554677,Dim Sum Restaurant
Times Square,40.7606384,-73.99039509999999,20180119,FlashDancers NYC,40.7595,-73.98948,Strip Club
Times Square,40.7606384,-73.99039509999999,20180119,The Westside Theater,40.75935013765587,-73.99276473897154,Indie Theater
Times Square,40.7606384,-73.99039509999999,20180119,Red Poke,40.759032579304254,-73.99199356946293,Poke Place
Times Square,40.7606384,-73.99039509999999,20180119,Pret A Manger,40.75985,-73.987649,Sandwich Place
5th Ave,40.7568718,-73.98042535,20180216,Beyond Bespoke,40.75698,-73.98069,Tailor Shop
5th Ave,40.7568718,-73.98042535,20180216,adidas,40.756221821894776,-73.97909389823302,Sporting Goods Shop
5th Ave,40.7568718,-73.98042535,20180216,Málà Project,40.75685008448552,-73.98085527505972,Szechuan Restaurant
5th Ave,40.7568718,-73.98042535,20180216,Nintendo,40.758086775583344,-73.97936464398356,Video Game Store
5th Ave,40.7568718,-73.98042535,20180216,SEPHORA,40.757054,-73.979118,Cosmetics Shop
5th Ave,40.7568718,-73.98042535,20180216,Swerve Fitness,40.756626438116555,-73.98030720333121,Cycle Studio
5th Ave,40.7568718,-73.98042535,20180216,Sofitel New York,40.75578722233005,-73.98176215591775,Hotel
5th Ave,40.7568718,-73.98042535,20180216,NBA Store,40.75530524423989,-73.97937729490778,Sporting Goods Shop
5th Ave,40.7568718,-73.98042535,20180216,Karen Millen,40.75702876017145,-73.97830302444936,Boutique
5th Ave,40.7568718,-73.98042535,20180216,Gotan,40.75660173346505,-73.98037190833062,Café
5th Ave,40.7568718,-73.98042535,20180216,Sophie's Cuban Cuisine,40.75592705154851,-73.98059774245192,Cuban Restaurant
5th Ave,40.7568718,-73.98042535,20180216,Xi'an Famous Foods,40.75592639448767,-73.98075122395642,Chinese Restaurant
5th Ave,40.7568718,-73.98042535,20180216,by CHLOE.,40.7580629,-73.9788542,Vegetarian / Vegan Restaurant
5th Ave,40.7568718,-73.98042535,20180216,Strip House,40.755298209282735,-73.98068987647997,Steakhouse
5th Ave,40.7568718,-73.98042535,20180216,Park Italian Gourmet,40.75667784618427,-73.98194763998217,Deli / Bodega
